nuts,Autumn Fire Weather Index (-) (1981 - 2010)
TR33,23.381902802465557
HR03,7.139520220367005
HR02,6.391092370845314
HU11,8.708465318469319
HU12,8.785847330541174
HU21,7.801628496695989
HU22,7.039848506965211
PT16,16.33000132701517
PT17,15.526709086160928
FRF2,4.667275893970338
FRF3,4.132221569821545
FRG0,8.085717827911765
FRH0,5.928342987855526
FRI1,7.4550209877916
FRI2,5.643782693212525
ITC4,5.261824211830803
ITF1,7.607648174982274
ITF2,10.647432877549909
ITF3,9.793169522241689
ITF4,14.42877550992136
ITF5,14.42704598457119
ITF6,11.113570198308313
ITG1,14.943672399969973
LT01,3.304516273265446
LT02,3.3310268509539283
LU00,3.742536279210272
PL22,4.895655700695264
PL41,5.8387845398700025
PL42,4.188037913146994
PT18,21.168156707953123
PT20,0.0
PT30,12.562193333325956
RO11,5.209629953979128
RO12,3.926751506019257
RO21,6.41615789945337
RO22,10.664475501512872
RO31,8.954703820000859
RO32,8.82687250073268
ITH3,4.904800474093883
ITH4,3.582360252572723
ITH5,7.511756393026962
ITI1,8.16927781922541
ITI2,9.435226598170711
ITI3,8.319998770324473
ITI4,8.531154769354899
LI00,1.4145482518958599
FI1D,1.3470862868698514
TR82,13.725322291314187
TR83,15.008903177679697
TR90,6.720562840567904
TRA1,15.771776504603032
TRA2,14.243623092899844
PL43,5.7248467909748655
PL51,5.200937386058632
PL52,5.632417206292732
PL61,5.178199144299356
PL62,3.830690038323803
PL63,3.9129981742844113
PL71,6.004253251248219
PL72,5.151269430660915
PL81,4.883949909992795
PL82,4.104731214416651
PL84,4.238358353912998
PL91,4.887111150372177
PL92,4.885402713870328
PT11,12.924227006035755
PT15,19.465549069449594
TRB1,27.227875355406596
TRB2,23.53092343165565
TRC1,32.58792586024241
RS12,10.012728765546083
RS21,7.559026241271366
RS22,9.283818422826297
SE11,3.4502798175500446
SE12,3.311585846456449
NL33,3.415928882253066
NL34,3.8667281233296715
NL41,3.9519162322376107
NL42,3.9831550259018815
PL21,3.5810832278825555
UKM6,1.4715254138616822
TR22,20.491455389866342
TRC2,35.976217496575785
TRC3,32.86967463206771
UKC1,3.967394947883485
UKC2,3.299106949771954
UKD1,1.8251301070036572
UKD3,2.733949460626927
UKD4,2.2601564747920304
UKD6,3.14368438031201
UKD7,2.6877611205443994
UKE1,5.515819830723899
UKE2,4.1327966488932555
UKE3,5.65832688586152
RO41,9.40853241613183
RO42,6.931414098090648
RS11,9.85154739821783
TR41,19.53316910751669
TR42,11.057464161991936
TR51,24.65121518204645
TR52,27.49705899838877
TR61,22.479719774042493
TR62,22.699142789197108
TR63,26.430221766258185
TR71,27.185414602633266
TR72,24.049421735817
TR81,8.089201066814397
UKK1,5.29554473582246
UKK2,4.61819002335675
UKK3,3.941878874392348
UKK4,3.8596666302815477
UKL1,2.610105440387932
UKL2,3.1838923460087876
UKM5,2.176700163880929
UKM7,2.044528640860581
UKM8,1.6031684841098068
UKM9,2.048719835821753
UKN0,2.1338458787816266
SE21,3.5897700376457182
SE22,3.5792643183400763
SE23,2.7815919718884543
SE31,2.5612326511525376
SE32,1.781717387219394
SE33,1.4350360409839054
SI03,3.676728867488138
SI04,3.287112799568196
SK01,8.185975964685504
SK02,7.204080633253321
SK03,4.130942741224806
SK04,4.159100283518386
TR10,13.84580794516539
TR21,18.556261804954683
UKE4,4.3375131147630785
UKF1,5.668728059883588
UKF2,6.404584402814614
UKF3,6.405794467718896
UKG1,5.412418418139515
UKG2,4.2143015088131435
UKG3,5.355371681188978
UKH1,6.065279450407765
UKH2,6.604145913303549
UKH3,6.241504774930637
UKI3,6.449982784791114
UKI4,6.449982784791114
UKI5,6.384195033905244
UKI6,6.088827871527346
UKI7,6.2752282671590205
UKJ1,6.0537080077634435
UKJ2,5.570083629500305
UKJ3,5.507648379127547
UKJ4,5.489270557886685
NO09,2.170633429402185
NO0A,0.967131962231631
NO0B,0.7488917965834774
HR05,5.248507534354161
HR06,5.310214619232711
NO02,1.4272818269514924
NO06,1.0199311500742902
NO07,0.7474756489619822
NO08,2.1527258897897075
