nuts,October Fire Weather Index (-) (1981 - 2010)
DK01,3.1191838421250457
DK02,3.3426414947871423
DK03,2.9821214495374746
DK04,2.8806352535906314
ES41,12.893901776781668
ES42,18.51528750136376
HU23,6.909589926289549
HU31,7.362093279446491
HU32,8.138316761797027
HU33,8.426067511833546
IE04,1.715211913347379
EE00,2.0820023154497975
EL30,24.314714190068702
EL41,24.17616300826562
EL43,24.754229058922686
EL51,14.03556972106152
EL52,11.171450949677475
FI20,2.8041731682300757
FR10,5.445273562610752
FRB0,6.32263485982278
FRC1,4.430912772799275
FRC2,3.7912074518558225
FRD1,4.158705150970386
FRD2,4.392716696799536
FRE1,4.138098700979351
FRE2,4.525075687704497
FRF1,3.468190237420449
NL13,2.9570970748858425
NL21,2.894748614509431
NL22,2.9716655665503002
NL23,2.88151446447528
NL31,3.063143560916484
NL32,2.8765685733586417
ITG2,13.678476483679278
ITH1,2.224601124626464
ITH2,2.3364203530568943
FRI3,7.698995786581426
FRJ1,8.558758663233245
FRJ2,6.183114756752263
FRK1,4.820116102938677
FRK2,4.337984407372278
FRL0,8.87467069059535
FRM0,8.796747752210445
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,22.885022691876724
TR32,24.073946240545844
TR33,22.658770245913782
HR03,5.865850829858683
HR02,5.897758259335754
HU11,7.94599740125276
HU12,7.987167928921366
HU21,7.256666297108564
HU22,6.626552870815768
PT16,12.598952621704406
PT17,12.504353546329702
FRF2,3.9680506624677023
FRF3,3.5355184776404336
FRG0,6.621913437053074
FRH0,4.634478301369224
FRI1,6.937860253611271
FRI2,5.443616608060469
ITC4,4.622438156694777
ITF1,6.462516430907486
ITF2,9.563714158284613
ITF3,7.919833488550348
ITF4,12.552112601653516
ITF5,12.766299646779474
ITF6,9.287693611736323
ITG1,12.67334962971443
LT01,2.5937302145530334
LT02,2.598397710838471
LU00,3.060974297835346
PL22,4.687562449722395
PL41,5.2593439408395595
PL42,3.682928052481292
PT18,17.61758615772539
PT20,0.0
PT30,11.570157893523456
RO11,4.642989973622622
RO12,3.6900143855897345
RO21,5.982076578412008
RO22,9.416692978123999
RO31,7.729036042054538
RO32,7.517358079660305
ITH3,4.755040419632328
ITH4,3.625639834765608
ITH5,6.649251437599985
ITI1,6.4631499376652695
ITI2,7.225531948937338
ITI3,6.990688734869117
ITI4,6.409134831122751
LI00,1.5739192105039428
FI1D,0.5923822576580804
TR82,12.977352686262718
TR83,14.418716643554738
TR90,5.877905081327471
TRA1,12.900661249462503
TRA2,11.889380202392557
PL43,4.924372158524393
PL51,4.876338463062425
PL52,5.344894377232903
PL61,4.583311403173813
PL62,3.443394324779437
PL63,3.5956709442881
PL71,5.364789959160248
PL72,4.947457426514139
PL81,4.54065459840766
PL82,4.29179658076666
PL84,3.6834261716018064
PL91,4.401496402865315
PL92,4.404036291570301
PT11,9.679690127628202
PT15,16.76253080166452
TRB1,22.978342346454458
TRB2,18.99216847057095
TRC1,30.25562683914875
RS12,9.586977218973011
RS21,6.943739450052742
RS22,8.393936271135738
SE11,2.6509710008378664
SE12,2.38464600126598
NL33,3.1214838339751303
NL34,3.4100421575965
NL41,3.363102863082256
NL42,3.316862362140746
PL21,3.705047467038204
UKM6,1.4056305036257322
TR22,18.535725586941084
TRC2,33.10039752400139
TRC3,29.393150953196685
UKC1,3.489483822196395
UKC2,2.969520032497234
UKD1,1.4211129758831447
UKD3,2.2316907039853224
UKD4,1.8661196146859667
UKD6,2.6015641746034586
UKD7,2.2762386508532737
UKE1,5.125433457558578
UKE2,3.5571502166541342
UKE3,5.120505330133947
RO41,7.930695394046303
RO42,6.402542342157405
RS11,9.346022544654012
TR41,18.70140052812045
TR42,9.948746701663993
TR51,24.363795213496996
TR52,27.065860108305394
TR61,21.90014779413723
TR62,22.41718651287909
TR63,24.64241656907653
TR71,26.455657916240057
TR72,22.405645109297627
TR81,7.319896939897299
UKK1,4.371790592695728
UKK2,3.7207039831826085
UKK3,2.978053593169164
UKK4,3.1222259407689723
UKL1,2.1810233830240167
UKL2,2.5375230331887484
UKM5,2.097786726675019
UKM7,1.6978996943704996
UKM8,1.1556393384668575
UKM9,1.7258852804411993
UKN0,1.8780688905676124
SE21,2.744778410479047
SE22,2.748873937848891
SE23,1.926127360944231
SE31,1.6748038434078236
SE32,0.9834912483504057
SE33,0.8005665218301333
SI03,3.5177459868927397
SI04,3.302529140962267
SK01,7.865474460115361
SK02,6.715153816725261
SK03,3.740874738836276
SK04,3.9079545816063668
TR10,11.946586896892796
TR21,16.18118849867543
UKE4,3.734344193633418
UKF1,5.1132893218521245
UKF2,5.706647927134795
UKF3,5.998092724992477
UKG1,4.5899950466795305
UKG2,3.5144081864192214
UKG3,4.5828202775071025
UKH1,5.639409802833256
UKH2,5.8757891274969225
UKH3,5.656080226261246
UKI3,5.768924701183517
UKI4,5.768924701183517
UKI5,5.712506267657064
UKI6,5.3474424351979835
UKI7,5.598486152564283
UKJ1,5.234593822400407
UKJ2,4.876154392164113
UKJ3,4.653236739735715
UKJ4,4.712183153173388
NO09,1.2761633805379717
NO0A,0.7843290858109404
NO0B,0.7635217294889017
HR05,4.708085507008222
HR06,4.900559922734834
NO02,0.6608878606070171
NO06,0.7981884451248927
NO07,0.4886216404949495
NO08,1.1578597773328418
