nuts,September Fire Weather Index (-) (1981 - 2010)
IS00,1.1993202922502115
ITC3,8.337105056248319
FI19,3.8655832456093493
FI1B,5.396061724392988
FI1C,4.715971926621688
DEA1,5.774513939548086
DEA2,5.484259626696756
DEA3,5.909150408446733
DEA4,5.381386095908151
DEA5,4.785999674095628
DEB1,6.504609512556352
DEB2,6.2732093702731575
DEB3,7.9408803064334705
DEC0,6.583887994122184
DED2,6.7271185161193126
DED4,5.623793478947551
DED5,8.171880896290302
DEE0,7.632609262358864
DEF0,5.628101469589133
DEG0,6.413548830958411
DK01,5.777423062100058
DK02,6.294542900096102
DK03,5.7033235110005
DK04,5.277592403237092
ES41,24.028020237348926
ES42,31.506145024249832
HU23,10.52019396785086
HU31,12.22213660979525
HU32,13.607648291553652
HU33,13.389665483009958
IE04,3.198900236501113
EE00,4.863849858013272
EL30,32.62125465415338
EL41,32.90014430442808
EL43,32.845429440639485
EL51,23.205619141526153
EL52,19.41497858093577
FI20,5.0716626151788144
FR10,10.289978655870263
FRB0,11.56325460923064
FRC1,7.8476968508775675
FRC2,6.0365789600606
FRD1,8.117961521126617
FRD2,8.553102634337291
FRE1,7.333012179578467
FRE2,8.337883262207113
FRF1,6.51304746683169
NL13,5.176421384242459
NL21,5.495637829804115
NL22,5.565802699024573
NL23,5.038399731810031
NL31,5.385481006069348
NL32,4.298654772269512
ITG2,24.43009168658636
ITH1,2.78807114292752
ITH2,2.9399260579689046
FRI3,13.183807845956567
FRJ1,16.67459294346241
FRJ2,10.339848707455001
FRK1,7.756156349607095
FRK2,7.972829765223938
FRL0,16.435426591952005
FRM0,16.96931064029676
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,35.39368529361151
TR32,35.363989833204
TR33,33.252325957438636
HR03,10.972388032620602
HR02,9.396085626929358
HU11,12.704855782604753
HU12,12.832010893389892
HU21,11.291648563918892
HU22,10.071981686593741
PT16,25.627740659963223
PT17,23.562064463386314
FRF2,7.2200524362091425
FRF3,6.418533847176535
FRG0,12.555887430896846
FRH0,9.177118728230436
FRI1,10.868413006276475
FRI2,8.102678479313358
ITC4,7.810738681128863
ITF1,11.601702018616338
ITF2,15.80566211073158
ITF3,15.280520015771387
ITF4,21.267864870410037
ITF5,21.201980755276512
ITF6,16.62444917034089
ITG1,21.767019746209208
LT01,5.3158872866858955
LT02,5.355464302167549
LU00,5.922066680079024
PL22,6.992878689789356
PL41,8.621878499665614
PL42,6.378183657540103
PT18,31.810702522332804
PT20,0.0
PT30,17.015671748814906
RO11,7.619433812475021
RO12,5.376134662875783
RO21,8.891446304351321
RO22,15.067041081741873
RO31,12.955860738569221
RO32,12.963244164017153
ITH3,6.790153456773765
ITH4,4.819038762845909
ITH5,11.281803514938078
ITI1,12.804364442139383
ITI2,15.15012438373066
ITI3,12.813752690783357
ITI4,13.678311189090664
LI00,1.7197394824436165
FI1D,2.3986229989478187
TR82,19.866021892563456
TR83,21.499368750378675
TR90,10.211318762672507
TRA1,24.81039771350542
TRA2,22.02645866357416
PL43,8.745274550740362
PL51,7.528570795258778
PL52,8.050572120404018
PL61,7.76612810425829
PL62,5.810159904008631
PL63,5.8236900092138555
PL71,8.893047240442314
PL72,7.432567461089039
PL81,7.1957780043903865
PL82,5.5921349457635925
PL84,6.521185070891597
PL91,7.339849726871073
PL92,7.322053421804038
PT11,20.66532184306981
PT15,28.177100087515353
TRB1,42.16557002717972
TRB2,37.02087316985007
TRC1,47.302279212578824
RS12,13.998161161503596
RS21,10.897600065828586
RS22,13.501830055552215
SE11,5.47050602415024
SE12,5.421163026063504
NL33,5.012427351811916
NL34,5.802646453012032
NL41,6.031351009851544
NL42,6.134134542281481
PL21,4.930986791428864
UKM6,1.95873175120242
TR22,30.244357662612632
TRC2,52.508117824842984
TRC3,48.72372503575228
UKC1,5.980509577650755
UKC2,4.8823340688584675
UKD1,2.903623776279802
UKD3,4.287831006600099
UKD4,3.5078490817014467
UKD6,4.912136506742966
UKD7,4.119364700543225
UKE1,8.130369512920018
UKE2,6.310633709004542
UKE3,8.495432756690967
RO41,13.972725739274091
RO42,9.78664468318408
RS11,13.82438953865948
TR41,28.033920865528767
TR42,16.413782910041164
TR51,34.63506985951881
TR52,38.20273818180194
TR61,31.64332712141664
TR62,30.857180476893074
TR63,38.220308325153084
TR71,38.44385987883787
TR72,35.24308267552632
TR81,11.851892909504544
UKK1,8.259335450182517
UKK2,7.153756644073926
UKK3,5.981095470220745
UKK4,5.863464592866844
UKL1,3.9672825524447366
UKL2,5.036476335131523
UKM5,3.0416076617076886
UKM7,3.1450229889747785
UKM8,2.6083669048482685
UKM9,3.089064775227041
UKN0,3.173255063614812
SE21,5.7470013628563565
SE22,5.716046620124171
SE23,4.586074188584947
SE31,4.301278767453689
SE32,3.0845949959700256
SE33,2.483547039187781
SI03,5.226867391437448
SI04,4.54136606612641
SK01,11.603419584121978
SK02,10.449092666031152
SK03,6.1211280815834535
SK04,6.086044412457592
TR10,21.01887493999227
TR21,27.754547127468566
UKE4,6.637371096663717
UKF1,8.553609032794421
UKF2,9.721494868421122
UKF3,9.4701271688679
UKG1,8.389089254140533
UKG2,6.572340919539818
UKG3,8.288763919460173
UKH1,8.941759163484864
UKH2,9.990580894018237
UKH3,9.274694810916133
UKI3,9.711250273562811
UKI4,9.711250273562811
UKI5,9.609057768161742
UKI6,9.217164743800966
UKI7,9.493091312228824
UKJ1,9.288318064359979
UKJ2,8.381470407645475
UKJ3,8.425352181367806
UKJ4,8.302979957953397
NO09,3.677064266009254
NO0A,1.4531375393892776
NO0B,0.8268613892566985
HR05,7.849337626096128
HR06,7.748906487331289
NO02,2.5256851222349606
NO06,1.5325247721333166
NO07,1.2058375267156864
NO08,3.7279672258990866
