nuts,November Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2011 - 2040)
PL42,0.7170151243607203
PT18,0.3316350694124897
PT20,0.0
PT30,0.0
RO11,0.8265274184755981
RO12,0.6531936530644695
RO21,0.5306255838523308
RO22,0.4422573631008466
RO31,0.547740175947547
RO32,0.4537048637866974
ITH3,0.49850401760389407
ITH4,0.7472810094555219
ITH5,0.5708369538187981
ITI1,0.7278257812994222
ITI2,0.7637097204724947
ITI3,0.7272916921724876
ITI4,0.8774735040962696
LI00,0.8830591887235641
FI1D,0.8291421443223953
TR82,0.5544114636257291
TR83,0.4989245355129242
TR90,0.761107923835516
TRA1,0.6303352798956136
TRA2,0.49974488814671836
PL43,0.5889274617657065
PL51,0.716405080538243
PL52,0.6883464934304356
PL61,0.5972422843178113
PL62,0.6328654929374655
PL63,0.7663333660612504
PL71,0.6180154620980223
PL72,0.6357585724443198
PL81,0.6963350205371778
PL82,0.8088857203101119
PL84,0.6370949916541576
PL91,0.5636356501529615
PL92,0.5568778259679675
PT11,0.6213780611753463
PT15,0.4034878026694059
TRB1,0.6375844890251756
TRB2,0.6280129512151083
TRC1,0.432919024117291
RS12,0.6379919348905484
RS21,0.6575532882163923
RS22,0.5949369966362913
SE11,0.8624318836256861
SE12,0.6896452719035248
NL33,0.8306920846303304
NL34,0.8576859968403975
NL41,0.6795780918250481
NL42,0.6645889033873876
PL21,0.7774937877431511
UKM6,1.1966709405183793
TR22,0.586023852477471
TRC2,0.5088850446666281
TRC3,0.5240823710958163
UKC1,0.6742227072517077
UKC2,0.7816379437843959
UKD1,0.9514980955670277
UKD3,0.806509338816007
UKD4,0.9467374918361505
UKD6,0.8425028738876184
UKD7,0.9296801760792732
UKE1,0.6155328378081322
UKE2,0.7727958803375562
UKE3,0.5792347510655721
RO41,0.6118416470475495
RO42,0.6636863766858975
RS11,0.7722107974191507
TR41,0.5343310584935049
TR42,0.7126567238320907
TR51,0.48229030684257546
TR52,0.43253211164847016
TR61,0.45225625693177185
TR62,0.5347771643350522
TR63,0.5338950873042146
TR71,0.487472677603364
TR72,0.5578886489073436
TR81,0.7671044101317723
UKK1,0.5819918014109134
UKK2,0.6520512426892916
UKK3,0.8725868068635464
UKK4,0.8000328854968151
UKL1,0.9852016538381576
UKL2,0.7638704354564348
UKM5,0.946211525797844
UKM7,0.9514882403115431
UKM8,1.1830569754044216
UKM9,1.0276246018707753
UKN0,1.063374645014604
SE21,0.808609219143788
SE22,0.7802099969238043
SE23,0.6682641486326854
SE31,0.688619528679798
SE32,0.7400994189083576
SE33,0.7922955647110939
SI03,0.7106052168334523
SI04,0.7911674711853266
SK01,0.7544352434575557
SK02,0.6901135168969631
SK03,0.7135975226759911
SK04,0.7361681871116161
TR10,0.6731593812505404
TR21,0.5717561544850469
UKE4,0.718040564407905
UKF1,0.6697596585998933
UKF2,0.5345629858473937
UKF3,0.6348982608566681
UKG1,0.5750470624615749
UKG2,0.6293031954516967
UKG3,0.48904633273681003
UKH1,0.5752482167134683
UKH2,0.46255400304992994
UKH3,0.5816177109877269
UKI3,0.6666666666666666
UKI4,0.6666666666666666
UKI5,0.5803230871756871
UKI6,0.6444141079982122
UKI7,0.6223853369553883
UKJ1,0.5694127101451159
UKJ2,0.7601057240118583
UKJ3,0.6717645021776358
UKJ4,0.6548804639528195
NO09,0.9315850223725041
NO0A,1.0214717564483484
NO0B,1.0857056960463525
HR05,0.6283468325932821
HR06,0.6791921626776457
NO02,0.8043003410100937
NO06,0.869488466779391
NO07,0.8970347821712494
NO08,0.8451600536704064
