nuts,July Days With High Fire Danger (days) (1981 - 2010)
UKH3,0.2330563967426618
UKI3,0.3
UKI4,0.3
UKI5,0.3132158488035202
UKI6,0.26663632889588673
UKI7,0.3110703339179357
UKJ1,0.3885927442461252
UKJ2,0.22302052602171898
UKJ3,0.19958146487673123
UKJ4,0.13558193147182465
NO09,0.15177867487072944
NO0A,0.0016445522972693045
NO0B,0.0
HR05,1.1403137336174647
HR06,0.9634240940213203
NO02,0.07901990155999859
NO06,0.005003518176575502
NO07,0.0023000969473893442
NO08,0.1751172556852301
