nuts,Annual Snowfall amount (mm) ensemble median - RCP8.5 - (2011 - 2040)
DE25B,
DE25C,
DE261,
DE262,
DE263,
DE932,17.57259178161621
DE933,33.598514556884766
DE934,27.255657196044922
DE935,28.904462814331055
DE936,21.495553970336914
DE937,27.974689483642578
DE938,
DE939,22.252376556396484
DE93A,
DE93B,26.6903076171875
DE941,18.47201919555664
DE942,17.67186737060547
DE943,27.801347732543945
DE944,
DE945,12.05086898803711
DE946,27.583127975463867
DE947,28.442502975463867
DE948,30.609777450561523
DE949,27.852367401123047
DE94A,21.813236236572266
DE94B,22.606334686279297
DE94C,27.1660213470459
DE94D,23.217212677001953
DE94E,
DE94F,27.601953506469727
DE94G,22.53287696838379
DE94H,28.03879737854004
DEA11,23.28646469116211
DEA12,17.1618709564209
DEA13,
DEA14,16.737009048461914
DE733,
DE734,
DE735,
DEA53,
DEA54,
DEA55,
DEA56,
DEA57,
DEA58,
DEA59,
DEA5A,
DEA5B,
DEA5C,
DEB11,
DEB12,
DEB13,
DEB14,
DEB15,
DEB17,
DEB18,
DEB1A,
DEB1B,
DEB1C,
DEB1D,
DEB21,
DEB22,
DEB23,
DEB24,
DEB25,
DEB31,
DEB32,
DEB33,
DEB34,
DEB35,
DEB36,
DEB37,
DEB38,
DEB39,
DEB3A,
DEB3B,
DEB3C,
DEB3D,
DEB3E,
DEB3F,
DEB3G,
DEB3H,
DEB3I,
DEB3J,
DEB3K,
DEC01,
DEC02,
DEC03,
DEC04,
DEC05,
DEC06,
DED21,
DED2C,
DED2D,
DED2E,
DED2F,
DED41,
DED42,
DED43,
DED44,
DED45,
DED51,
DED52,
DED53,
DEE01,
DEE02,
DEE03,
DEE04,
DEE05,
DEE06,
DEE07,
DEE08,
DEG0E,
DEG0F,
DEG0G,
DEG0H,
DEG0I,
DEG0J,
DEG0K,
DEG0L,
DEG0M,
DEG0N,
DEG0P,
DK011,15.225274085998535
DK012,22.194753646850586
DK013,37.987979888916016
DK014,23.321109771728516
DK021,33.180755615234375
DK022,28.39678955078125
DK031,27.12672233581543
DK032,23.515764236450195
DK041,29.09050941467285
DK042,35.11494064331055
DK050,32.30065155029297
EE001,
EE004,94.26780700683594
EE009,
EE00A,87.84918975830078
EE008,92.89490509033203
EL301,
EL302,
EL303,
EL304,
EL305,
EL306,
EL307,
EL411,
EL412,
EL413,
EL421,
EL422,
EL431,
EL432,
EL433,
EL434,
EL511,
EL512,
EL513,
EL514,
EL515,
EL521,
EL522,
EL523,
DEA15,
DEE09,
DEE0A,
DEE0B,
DEE0C,
DEE0D,23.145402908325195
DEE0E,
DEF01,40.64078903198242
DEF02,37.626564025878906
DEF03,28.98375701904297
DEF04,38.88446807861328
DEF05,33.343685150146484
DEF06,27.59723472595215
DEF07,27.833749771118164
DEF08,34.40571975708008
DEF09,26.04060173034668
DEF0A,39.40306091308594
DEF0B,42.22891616821289
DEF0C,54.4566650390625
DEF0D,32.78073501586914
DEF0E,28.02962875366211
DEF0F,37.17008972167969
DEG01,
DEG02,
DEG03,
DEG04,
DEG05,
DEG06,
DEG07,
DEG09,
DEG0A,
DEG0B,
DEG0C,
DEG0D,
DEA16,
DEA17,20.61704444885254
DEA18,
DEA19,
DEA1A,
DEA1B,16.59166717529297
DEA1C,
DEA1D,
DEA1E,17.853986740112305
DEA1F,14.865870475769043
DEA22,
DEA23,
DEA24,
DEA26,
DEA27,
DEA28,
DEA29,
DEA2A,
DEA2B,
DEA2C,
DEA2D,
DEA31,
DEA32,
DEA33,
DEA34,
DEA35,
DEA36,
DEA37,
DEA38,
DEA41,
DEA42,
DEA43,
DEA44,
DEA45,
DEA46,
DEA47,
DEA51,
DEA52,
FI1C4,80.74217987060547
FI1C5,143.43606567382812
FI1D1,
FI1D2,
FI1D3,
FI1D5,95.9869384765625
FI1D7,140.43544006347656
FI1D8,
FI1D9,96.98951721191406
FI200,68.6739730834961
FR101,5.069902420043945
EL524,
FI193,
FI194,84.60603332519531
FI195,70.14456176757812
FI196,50.66684341430664
FI197,
FI1B1,85.9358901977539
FI1C1,44.48112487792969
FI1C2,
FI1C3,124.39990997314453
EL642,
EL643,
EL644,
EL645,
EL651,0.0
EL652,
EL653,
ES111,
ES112,
ES113,
ES114,
ES120,
ES130,
ES211,
ES212,
ES213,
ES220,
ES230,
ES241,
ES242,
ES243,
ES300,
ES411,
ES412,
ES413,
ES414,
ES415,
ES416,
ES417,
ES418,
ES419,
EL525,
EL526,
EL527,
EL531,
EL532,
EL533,
EL541,
EL542,
EL543,
EL611,
EL612,
EL613,
EL621,
EL622,
EL623,
EL624,
EL631,
EL632,
EL633,
EL641,
ES531,
ES532,
ES533,
ES611,
ES612,
ES613,
ES614,
ES615,
ES616,
ES617,
ES618,
ES620,
ES630,
ES640,0.0
ES703,
ES704,
ES705,
ES706,
ES707,
ES708,
ES709,
HU321,
HU322,
ES421,
ES422,
ES423,
ES424,
ES425,
ES431,
ES432,
ES511,
ES512,
ES513,
ES514,
ES521,
ES522,
ES523,
HR022,
FR102,
FR103,
FR104,
FR105,
FR106,
FR107,
FR108,
FRB01,
FRB02,
FRB03,
FRB04,
FRB05,
FRB06,
FRC11,
FRC12,
FRC13,
FRC14,
FRC21,
FRC22,
FRC23,
FRC24,
FRD11,
FRG02,
FRG03,
FRG04,
FRG05,
FRH01,
FRH02,
FRH03,
FRH04,
FRI11,
FRI12,4.621551990509033
FRI13,
FRI14,
FRI15,
FRI21,
FRI22,
FRI23,
FRI31,
FRI32,3.8941171169281006
FRI33,
FRI34,
FRJ11,
FRJ12,
FRJ13,
FRJ14,
FRJ15,
FRJ21,
FRJ22,
FRJ23,
FRJ24,
FRJ25,
FRJ26,
FRJ27,
FRJ28,
FRK11,
FRK12,
FRK13,
FRY30,
FRY40,
FRY50,
HR031,
HR032,
HR033,
HR034,
HR035,
HR036,
HR037,
HR050,
HR065,
HR064,
HR062,
HR063,
HR061,
HR021,
HR023,
HR024,
HR025,
HR026,
HR027,
HR028,
HU110,
HU120,
HU211,
HU212,
HU213,
HU221,
HU222,
HU223,
HU231,
HU232,
HU233,
HU311,
HU312,
HU313,
LT025,
LT026,
HU323,
HU331,
HU332,
HU333,
IE041,
IE042,
IE051,
IE052,
IE053,
IE061,
IE062,
IE063,
IS001,27.581113815307617
FRD12,
FRD13,
FRD21,
ITF65,
FRK14,
FRK21,
FRK22,
FRK23,
FRK24,
FRK25,
FRK26,
FRK27,
FRK28,
FRL01,
FRL02,
FRL03,
FRL04,
FRL05,
FRL06,
FRM01,
FRM02,
FRY10,
FRY20,
FRD22,
FRE11,10.525388717651367
FRE12,
FRE21,
FRE22,
FRE23,
FRF11,
FRF12,
FRF21,
FRF22,
FRF23,
FRF24,
FRF31,
FRF32,
FRF33,
FRF34,
FRG01,4.935036659240723
NL133,20.903738021850586
NL211,18.26392364501953
NL212,18.5692195892334
NL213,16.09342384338379
NL221,19.853628158569336
NL224,26.23335075378418
NL225,18.12590789794922
NL226,14.541529655456543
NL230,12.822378158569336
NL310,32.73188400268555
NL321,6.183018684387207
NL323,9.569555282592773
NL324,16.041128158569336
NL325,20.25316047668457
NL327,31.742542266845703
NL328,17.8145751953125
NL329,18.638835906982422
NL332,3.7076234817504883
NL333,3.327643632888794
NL337,3.2592341899871826
IS002,91.13884735107422
ITC11,
ITC12,
ITC13,
LT027,
LT028,
LT029,
LU000,
LV003,61.786033630371094
LV005,
LV006,92.28123474121094
LV007,
LV008,96.03633880615234
LV009,72.1814956665039
ME000,
MK001,
MK002,
MK003,
MK004,
NL33A,26.019420623779297
NL33B,22.242286682128906
NL33C,18.378721237182617
NL341,7.27675199508667
ITC49,
ITC4A,
ITC4B,15.618515014648438
ITC4C,
ITC4D,
ITF11,
ITF12,
ITF13,
ITF14,
ITF21,
ITF22,
ITF31,
ITF32,
ITF33,
ITF34,
ITF35,
ITF43,
ITF44,
ITF45,
ITF46,
ITF47,
ITF48,
ITF51,
ITF52,
ITF61,
ITF62,
ITF63,
ITF64,
ITG11,
ITG12,
ITG13,
ITG14,
ITG15,
ITG16,
ITG17,
ITG18,
ITG19,
ITG2D,
ITG2E,
ITG2H,
ITG2G,
ITH10,
ITH20,
ITH31,
ITH32,
ITC14,
ITC15,
ITC16,
ITC17,
ITC18,
ITC20,
ITC31,
ITC32,
ITC33,
ITC34,
ITC41,
ITC42,
ITC43,
ITC44,
ITC46,
ITC47,
ITC48,
ITI17,
ITI18,
ITI19,
ITI1A,
ITI21,
ITI22,
ITI31,
ITI32,
ITI33,
ITI34,
ITI35,
ITI41,
ITI42,
ITI43,
ITI44,
ITI45,
LI000,
LT011,
LT021,
LT022,64.51558685302734
LT023,71.0191421508789
LT024,57.64748764038086
PL213,
PL214,
PL217,
PL218,
PL219,
PL225,
PL227,
PL228,
PL229,
PL22A,
ITH33,
ITH34,
ITH35,
ITH36,9.463967323303223
ITH37,5.456112861633301
ITH41,
ITH42,
ITH43,
ITH44,
ITH51,
ITH52,
ITH53,
ITH54,
ITH55,
ITH56,10.170622825622559
ITH57,
ITH58,
ITH59,
ITI11,
ITI12,
ITI13,
ITI14,
ITI15,
ITI16,
NL342,3.7527406215667725
NL411,17.971723556518555
NL412,20.7343692779541
NL413,16.4461727142334
NL414,16.785171508789062
NL421,12.991494178771973
NL422,15.211698532104492
NL423,
NO081,55.03425598144531
NO082,49.38441848754883
NO020,
NO091,33.90866470336914
NO092,19.86988639831543
MK005,
MK006,
MK007,
MK008,
MT001,
MT002,0.0
NL111,26.9812068939209
NL112,26.72659683227539
NL113,22.71198272705078
NL124,16.30406379699707
NL125,14.039765357971191
NL126,19.490121841430664
NL131,20.02106285095215
NL132,26.217226028442383
NO071,54.67328643798828
SK032,
SK041,
SK042,
TR100,
NO074,203.78114318847656
PL22B,
PL22C,
PL411,27.630409240722656
PL414,
PL415,
RS226,
RS227,
RS228,
RS229,
SE110,25.091136932373047
SE121,72.46813201904297
SE122,24.701810836791992
SE123,40.43526077270508
SE124,56.51631164550781
PL515,
PL516,
PL517,
PL518,
PL523,
PL524,
PL613,32.96659469604492
PL616,34.592403411865234
PL617,
PL618,35.08380126953125
PL619,
PL621,
PL622,59.83167266845703
PL623,
PL633,27.062108993530273
PL634,56.02732467651367
PL636,
PL637,
PL638,
PL711,
PL712,
PL713,
PL714,
PL715,
PL721,
PL722,
PL811,
PL812,
PL814,
PL815,
PL821,
PL822,
PL823,
PL824,
PL841,
PL842,
PL843,
PL911,
PL912,
NO0A1,16.26905059814453
RS122,
RS123,
RS124,
RS125,
RS126,
RS127,
RS211,
PL416,
PL417,
PL418,
PL424,28.86667251586914
PL426,
PL427,
PL428,34.68648147583008
PL431,
PL432,
PL514,
RS213,
RS214,
RS215,
RS216,
RS217,
RS218,
RS221,64.3961410522461
RS222,
RS223,
RS224,
RS225,
NO0A2,4.6067728996276855
NO0A3,97.19664764404297
PL21A,
PL224,
SI044,
SK010,
SK021,
SK022,
SK023,
SK031,
PT16F,
PT16G,
PT16H,
PT16I,
PT16J,
PT170,
PT181,
PT184,
PT185,
PT186,
PT187,
PT200,
TR211,
TR212,
TR213,
TR221,
TR222,
SE313,100.18987274169922
RO126,
RO211,
RO212,
RO213,63.11749267578125
RO214,
RO215,
RO216,
RO221,55.18804931640625
RO222,
RO223,
RO224,
RO225,
RO226,
RO311,
RO312,56.89608383178711
RO313,
RO314,
RO315,57.77427673339844
RO316,
RO317,
RO321,
RO322,
RO411,
RO412,
RO413,
RO414,
RO415,
RO421,
RO422,
RO423,
RO424,
RS110,
RS121,
TR711,
TR712,
TR713,
TR714,
TR715,
TR721,
TR722,
RS212,
UKF11,
UKF12,
UKF13,
UKF14,
UKF15,10.150760650634766
UKF16,
UKF21,
UKF22,
UKF24,
UKF25,
UKF30,6.901398658752441
UKG11,
UKG12,
UKG13,
UKG21,
UKG22,
UKG23,
UKG24,
UKG31,
PT300,
RO111,
RO112,
RO113,
RO114,
RO115,
RO116,
RO121,
RO122,
RO123,
RO124,
RO125,
SE125,53.89777374267578
SE211,
SE212,
SE213,
SE214,72.86849212646484
SE221,27.261167526245117
SE224,20.626237869262695
SE231,17.831748962402344
SE232,12.64600658416748
SE311,59.33869552612305
SE312,
SI041,
SI042,
SI043,
TRB12,
TRB13,
TRB14,
TRB21,
TRB22,
TRB23,
TRB24,
TRC11,
UKG32,
UKG33,
UKG36,
UKG37,
UKG38,
UKG39,
UKH11,6.9804768562316895
UKH12,5.357478618621826
UKH14,8.25106430053711
UKH15,14.133038520812988
UKH16,
UKH17,7.562567234039307
UKH21,
UKH23,
UKH24,
SE321,88.01303100585938
SE322,
SE331,83.31657409667969
SE332,
SI031,
SI032,
SI033,
SI034,
SI035,
SI036,
SI037,
SI038,
PL913,
PL921,
PL922,
PL923,
PL924,
PL925,
PL926,
PT111,
PT112,
PT119,
PT11A,
PT11B,
PT11C,
PT11D,
PT11E,
PT150,
PT16B,
PT16D,
PT16E,
TRA22,
TRA23,
TRA24,
TRB11,
TRC12,
TRC13,
TRC21,
TRC22,
TRC31,
TRC32,
TRC33,
TRC34,
UKC11,9.51791000366211
UKC12,
UKC13,
UKC14,
UKC21,
UKC22,
UKC23,
UKD11,
UKD12,
UKD33,
UKD34,13.902527809143066
UKD35,
UKD36,
UKD37,
UKD41,
UKD42,5.90386962890625
UKD44,
UKD45,
UKD46,
UKD47,16.300189971923828
UKD61,18.359243392944336
UKD62,
UKD63,11.764719009399414
UKD71,18.18476676940918
UKD72,20.37726402282715
UKD73,
UKD74,16.503135681152344
UKE11,5.380743503570557
UKE12,3.4994089603424072
UKE13,7.179505825042725
UKE21,7.549039840698242
UKH25,
UKH31,5.757569313049316
UKH32,7.649820327758789
UKH34,7.605865001678467
UKH35,
UKH36,9.220163345336914
UKH37,8.012956619262695
UKI31,
UKI32,4.267604351043701
UKI33,5.002522945404053
UKI34,4.2296671867370605
UKI41,5.981504440307617
UKI42,5.261399745941162
UKI43,4.785977840423584
UKI44,5.330276012420654
UKI45,5.1882476806640625
UKI51,5.818502426147461
UKI52,6.144336223602295
UKI53,4.9985246658325195
UKI54,6.14102029800415
UKI61,
UKI62,
UKI63,5.811203956604004
UKI71,
UKI72,4.354755878448486
UKI73,4.603672504425049
UKI74,
UKI75,4.060249328613281
UKJ11,
UKJ12,
UKJ13,
UKJ14,
UKJ21,
UKJ22,
UKJ25,
UKJ26,
UKJ27,
UKJ28,
TR310,
TR321,
TR322,
TR323,
TR331,
TR332,
TR333,
TR334,
TR411,
TR412,
TR413,
TR421,
TR422,
TR423,
TR424,
TR425,
TR510,
TR521,
TR522,
TR611,
TR612,
TR613,
TR621,
TR622,
TR631,
TR632,
TR633,
UKE22,
UKE31,
UKE32,
UKE41,
UKE42,
UKE44,
UKE45,
TR723,
TR811,
TR812,
TR813,
TR821,
TR822,
TR823,
TR831,
TR832,
TR833,
TR834,
TR901,
TR902,
TR903,
TR904,
TR905,
TR906,
TRA11,
TRA12,
TRA13,
TRA21,
UKL17,
UKL18,
UKL21,
UKL22,
UKL23,
UKL24,
UKM50,
UKM61,
UKM62,5.109281063079834
UKM63,
UKM64,
UKM71,
UKM72,
UKM73,
UKM75,
UKM76,
UKM77,
UKM78,
UKM81,
UKM82,7.838288307189941
UKM83,
UKM84,
UKM91,
UKM92,
UKM93,
UKM94,
UKM95,
UKN06,
UKN07,
UKN08,
UKN09,
UKN0A,0.5899690389633179
UKN0B,3.1281394958496094
UKN0C,
UKN0D,
UKN0E,
UKN0F,
UKN0G,3.76399827003479
UKM65,
UKM66,
UKJ31,1.6895712614059448
UKJ32,7.333741664886475
UKJ34,
UKJ35,
UKJ36,3.8803868293762207
UKJ37,
UKJ41,9.010479927062988
UKJ43,8.658870697021484
UKJ44,
UKJ45,
UKJ46,
UKK11,4.277092456817627
UKK12,
UKK13,
UKK14,
UKK15,
UKK24,7.663130283355713
UKK25,
UKK23,
UKK30,
UKK41,2.3567776679992676
UKK42,
UKK43,
UKL11,0.9286922216415405
UKL12,0.16876652836799622
UKL13,
UKL14,
UKL15,
UKL16,
NO0B1,
NO0B2,
ITG2F,
BE329,
NO060,106.77696990966797
