nuts,altitude,Annual Snowfall amount (mm) (1981 - 2010)
DEA36,1000,
DEA37,1000,
DEA38,1000,
DEA41,1000,
DEA42,1000,
DEA43,1000,
DEA44,1000,
DEA45,1000,
DEA46,1000,
DEA47,1000,
DEA51,1000,
DEA52,1000,
FI1C4,1000,
FI1C5,1000,
FI1D1,1000,
FI1D2,1000,
FI1D3,1000,
FI1D5,1000,
FI1D7,1000,348.88684
FI1D8,1000,
FI1D9,1000,
FI200,1000,
FR101,1000,
EL524,1000,139.06068
FI193,1000,
FI194,1000,
FI195,1000,
FI196,1000,
FI197,1000,
FI1B1,1000,
FI1C1,1000,
FI1C2,1000,
FI1C3,1000,
EL642,1000,
EL643,1000,169.58932
EL644,1000,
EL645,1000,
EL651,1000,54.09356
EL652,1000,54.09356
EL653,1000,
ES111,1000,
ES112,1000,65.36656
ES113,1000,20.795002
ES114,1000,
ES120,1000,122.844955
ES130,1000,50.579395
ES211,1000,
ES212,1000,
ES213,1000,
ES220,1000,146.67372
ES230,1000,23.119925
ES241,1000,18.691141
ES242,1000,27.714214
ES243,1000,25.637022
ES300,1000,11.946924
ES411,1000,
ES412,1000,35.021343
ES413,1000,18.508795
ES414,1000,18.508795
ES415,1000,7.131072
ES416,1000,19.325014
ES417,1000,23.119925
ES418,1000,
ES419,1000,12.377865
EL525,1000,140.40675
EL526,1000,94.56421
EL527,1000,
EL531,1000,118.83958
EL532,1000,103.08868
EL533,1000,92.29789
EL541,1000,
EL542,1000,
EL543,1000,95.675156
EL611,1000,169.58932
EL612,1000,140.40675
EL613,1000,
EL621,1000,
EL622,1000,
EL623,1000,
EL624,1000,
EL631,1000,
EL632,1000,43.285896
EL633,1000,
EL641,1000,82.168526
ES531,1000,
ES532,1000,
ES533,1000,
ES611,1000,
ES612,1000,
ES613,1000,8.083537
ES614,1000,7.6883287
ES615,1000,
ES616,1000,11.802697
ES617,1000,5.045289
ES618,1000,
ES620,1000,11.214063
ES630,1000,
ES640,1000,
ES703,1000,
ES704,1000,
ES705,1000,0.0
ES706,1000,
ES707,1000,0.0
ES708,1000,
ES709,1000,0.03637898
HU321,1000,
HU322,1000,
ES421,1000,
ES422,1000,8.784315
ES423,1000,8.236117
ES424,1000,12.522225
ES425,1000,5.8236513
ES431,1000,
ES432,1000,
ES511,1000,37.933155
ES512,1000,35.510696
ES513,1000,23.033113
ES514,1000,23.23136
ES521,1000,
ES522,1000,12.712025
ES523,1000,11.767686
HR022,1000,
FR102,1000,
FR103,1000,
FR104,1000,
FR105,1000,
FR106,1000,
FR107,1000,
FR108,1000,
FRB01,1000,
FRB02,1000,
FRB03,1000,
FRB04,1000,
FRB05,1000,
FRB06,1000,
FRC11,1000,
FRC12,1000,
FRC13,1000,
FRC14,1000,
FRC21,1000,198.6089
FRC22,1000,136.13795
FRC23,1000,
FRC24,1000,
FRD11,1000,
FRG02,1000,
FRG03,1000,
FRG04,1000,
FRG05,1000,
FRH01,1000,
FRH02,1000,
FRH03,1000,
FRH04,1000,
FRI11,1000,
FRI12,1000,
FRI13,1000,
FRI14,1000,
FRI15,1000,62.63351
FRI21,1000,
FRI22,1000,
FRI23,1000,
FRI31,1000,
FRI32,1000,
FRI33,1000,
FRI34,1000,
FRJ11,1000,75.57982
FRJ12,1000,116.414665
FRJ13,1000,81.49593
FRJ14,1000,68.47727
FRJ15,1000,35.510696
FRJ21,1000,112.90184
FRJ22,1000,80.00102
FRJ23,1000,127.94587
FRJ24,1000,
FRJ25,1000,
FRJ26,1000,62.91133
FRJ27,1000,81.49593
FRJ28,1000,
FRK11,1000,
FRK12,1000,52.674496
FRK13,1000,68.47727
FRY30,1000,
FRY40,1000,
FRY50,1000,
HR031,1000,405.79456
HR032,1000,162.13943
HR033,1000,
HR034,1000,
HR035,1000,
HR036,1000,
HR037,1000,
HR050,1000,
HR065,1000,
HR064,1000,
HR062,1000,
HR063,1000,
HR061,1000,
HR021,1000,
HR023,1000,
HR024,1000,
HR025,1000,
HR026,1000,
HR027,1000,405.79456
HR028,1000,
HU110,1000,
HU120,1000,
HU211,1000,
HU212,1000,
HU213,1000,
HU221,1000,
HU222,1000,
HU223,1000,
HU231,1000,
HU232,1000,
HU233,1000,
HU311,1000,
HU312,1000,
HU313,1000,
LT025,1000,
LT026,1000,
HU323,1000,
HU331,1000,
HU332,1000,
HU333,1000,
IE041,1000,
IE042,1000,
IE051,1000,
IE052,1000,
IE053,1000,
IE061,1000,
IE062,1000,
IE063,1000,
IS001,1000,
FRD12,1000,
FRD13,1000,
FRD21,1000,
ITF65,1000,23.023262
FRK14,1000,142.22903
FRK21,1000,136.13795
FRK22,1000,81.658325
FRK23,1000,101.70371
FRK24,1000,251.75879
FRK25,1000,88.69143
FRK26,1000,
FRK27,1000,145.79645
FRK28,1000,119.35102
FRL01,1000,50.5781
FRL02,1000,93.267494
FRL03,1000,27.571533
FRL04,1000,
FRL05,1000,36.27303
FRL06,1000,66.84413
FRM01,1000,27.811163
FRM02,1000,27.811163
FRY10,1000,
FRY20,1000,
FRD22,1000,
FRE11,1000,
FRE12,1000,
FRE21,1000,
FRE22,1000,
FRE23,1000,
FRF11,1000,
FRF12,1000,251.80849
FRF21,1000,
FRF22,1000,
FRF23,1000,
FRF24,1000,
FRF31,1000,
FRF32,1000,
FRF33,1000,
FRF34,1000,251.80849
FRG01,1000,
NL133,1000,
NL211,1000,
NL212,1000,
NL213,1000,
NL221,1000,
NL224,1000,
NL225,1000,
NL226,1000,
NL230,1000,
NL310,1000,
NL321,1000,
NL323,1000,
NL324,1000,
NL325,1000,
NL327,1000,
NL328,1000,
NL329,1000,
NL332,1000,
NL333,1000,
NL337,1000,
IS002,1000,727.66595
ITC11,1000,81.66398
ITC12,1000,
ITC13,1000,133.45482
LT027,1000,
LT028,1000,
LT029,1000,
LU000,1000,
LV003,1000,
LV005,1000,
LV006,1000,
LV007,1000,
LV008,1000,
LV009,1000,
ME000,1000,232.41847
MK001,1000,144.98438
MK002,1000,108.02287
MK003,1000,
MK004,1000,68.88242
NL33A,1000,
NL33B,1000,
NL33C,1000,
NL341,1000,
ITC49,1000,
ITC4A,1000,
ITC4B,1000,
ITC4C,1000,
ITC4D,1000,
ITF11,1000,49.438778
ITF12,1000,172.31567
ITF13,1000,162.77583
ITF14,1000,111.48853
ITF21,1000,69.17318
ITF22,1000,69.17318
ITF31,1000,71.964226
ITF32,1000,71.964226
ITF33,1000,
ITF34,1000,40.470177
ITF35,1000,30.25587
ITF43,1000,
ITF44,1000,
ITF45,1000,
ITF46,1000,
ITF47,1000,
ITF48,1000,
ITF51,1000,30.25587
ITF52,1000,
ITF61,1000,93.75154
ITF62,1000,38.913803
ITF63,1000,23.023262
ITF64,1000,23.023262
ITG11,1000,
ITG12,1000,16.070154
ITG13,1000,21.626717
ITG14,1000,
ITG15,1000,
ITG16,1000,25.153185
ITG17,1000,32.148174
ITG18,1000,
ITG19,1000,
ITG2D,1000,
ITG2E,1000,43.7899
ITG2H,1000,43.7899
ITG2G,1000,
ITH10,1000,61.429005
ITH20,1000,53.79125
ITH31,1000,54.875683
ITH32,1000,52.491886
ITC14,1000,138.29552
ITC15,1000,189.17358
ITC16,1000,243.06273
ITC17,1000,
ITC18,1000,73.26066
ITC20,1000,143.90388
ITC31,1000,39.241295
ITC32,1000,243.06273
ITC33,1000,73.26066
ITC34,1000,54.141098
ITC41,1000,158.92825
ITC42,1000,45.85287
ITC43,1000,93.54111
ITC44,1000,52.713
ITC46,1000,67.01356
ITC47,1000,48.165295
ITC48,1000,113.11499
ITI17,1000,
ITI18,1000,107.72951
ITI19,1000,56.089806
ITI1A,1000,56.089806
ITI21,1000,53.30846
ITI22,1000,47.358547
ITI31,1000,
ITI32,1000,
ITI33,1000,75.182106
ITI34,1000,172.31567
ITI35,1000,200.92757
ITI41,1000,
ITI42,1000,66.219475
ITI43,1000,67.5498
ITI44,1000,
ITI45,1000,49.438778
LI000,1000,321.89304
LT011,1000,
LT021,1000,
LT022,1000,
LT023,1000,
LT024,1000,
PL213,1000,
PL214,1000,
PL217,1000,
PL218,1000,275.4343
PL219,1000,248.86798
PL225,1000,258.94913
PL227,1000,
PL228,1000,
PL229,1000,
PL22A,1000,
ITH33,1000,56.282326
ITH34,1000,88.300606
ITH35,1000,
ITH36,1000,
ITH37,1000,
ITH41,1000,143.93826
ITH42,1000,254.00299
ITH43,1000,
ITH44,1000,
ITH51,1000,73.26066
ITH52,1000,113.86438
ITH53,1000,95.165726
ITH54,1000,85.29182
ITH55,1000,85.29182
ITH56,1000,
ITH57,1000,
ITH58,1000,107.72951
ITH59,1000,
ITI11,1000,80.48817
ITI12,1000,36.58122
ITI13,1000,85.29182
ITI14,1000,107.72951
ITI15,1000,
ITI16,1000,
NL342,1000,
NL411,1000,
NL412,1000,
NL413,1000,
NL414,1000,
NL421,1000,
NL422,1000,
NL423,1000,
NO081,1000,
NO082,1000,197.86757
NO020,1000,187.14473
NO091,1000,286.45734
NO092,1000,687.14185
MK005,1000,130.1567
MK006,1000,64.94725
MK007,1000,104.712555
MK008,1000,159.18056
MT001,1000,
MT002,1000,
NL111,1000,
NL112,1000,
NL113,1000,
NL124,1000,
NL125,1000,
NL126,1000,
NL131,1000,
NL132,1000,
NO071,1000,938.0773
SK032,1000,
SK041,1000,
SK042,1000,
TR100,1000,
NO074,1000,308.86383
PL22B,1000,
PL22C,1000,
PL411,1000,
PL414,1000,
PL415,1000,
RS226,1000,156.51581
RS227,1000,
RS228,1000,91.439804
RS229,1000,199.19118
SE110,1000,
SE121,1000,
SE122,1000,
SE123,1000,
SE124,1000,
PL515,1000,406.69385
PL516,1000,
PL517,1000,300.31448
PL518,1000,
PL523,1000,
PL524,1000,
PL613,1000,
PL616,1000,
PL617,1000,
PL618,1000,
PL619,1000,
PL621,1000,
PL622,1000,
PL623,1000,
PL633,1000,
PL634,1000,
PL636,1000,
PL637,1000,
PL638,1000,
PL711,1000,
PL712,1000,
PL713,1000,
PL714,1000,
PL715,1000,
PL721,1000,
PL722,1000,
PL811,1000,
PL812,1000,
PL814,1000,
PL815,1000,
PL821,1000,
PL822,1000,
PL823,1000,
PL824,1000,
PL841,1000,
PL842,1000,
PL843,1000,
PL911,1000,
PL912,1000,
NO0A1,1000,1015.38995
RS122,1000,
RS123,1000,
RS124,1000,
RS125,1000,
RS126,1000,
RS127,1000,
RS211,1000,209.16814
PL416,1000,
PL417,1000,
PL418,1000,
PL424,1000,
PL426,1000,
PL427,1000,
PL428,1000,
PL431,1000,
PL432,1000,
PL514,1000,
RS213,1000,305.8742
RS214,1000,147.67441
RS215,1000,247.20215
RS216,1000,215.04422
RS217,1000,147.67441
RS218,1000,
RS221,1000,256.24396
RS222,1000,247.20215
RS223,1000,153.75087
RS224,1000,187.91374
RS225,1000,240.91689
NO0A2,1000,927.7521
NO0A3,1000,530.7811
PL21A,1000,
PL224,1000,
SI044,1000,
SK010,1000,
SK021,1000,
SK022,1000,
SK023,1000,
SK031,1000,
PT16F,1000,
PT16G,1000,
PT16H,1000,
PT16I,1000,
PT16J,1000,5.393002
PT170,1000,
PT181,1000,
PT184,1000,
PT185,1000,
PT186,1000,
PT187,1000,
PT200,1000,
TR211,1000,
TR212,1000,
TR213,1000,
TR221,1000,
TR222,1000,
SE313,1000,
RO126,1000,145.73976
RO211,1000,105.82835
RO212,1000,
RO213,1000,
RO214,1000,115.65039
RO215,1000,173.77654
RO216,1000,
RO221,1000,
RO222,1000,
RO223,1000,
RO224,1000,
RO225,1000,
RO226,1000,
RO311,1000,
RO312,1000,
RO313,1000,
RO314,1000,
RO315,1000,
RO316,1000,109.57635
RO317,1000,
RO321,1000,
RO322,1000,
RO411,1000,
RO412,1000,121.66242
RO413,1000,
RO414,1000,
RO415,1000,187.51805
RO421,1000,
RO422,1000,311.195
RO423,1000,206.69156
RO424,1000,
RS110,1000,
RS121,1000,
TR711,1000,50.452705
TR712,1000,42.23241
TR713,1000,35.20214
TR714,1000,53.844154
TR715,1000,
TR721,1000,53.602806
TR722,1000,44.566845
RS212,1000,305.8742
UKF11,1000,
UKF12,1000,
UKF13,1000,
UKF14,1000,
UKF15,1000,
UKF16,1000,
UKF21,1000,
UKF22,1000,
UKF24,1000,
UKF25,1000,
UKF30,1000,
UKG11,1000,
UKG12,1000,
UKG13,1000,
UKG21,1000,
UKG22,1000,
UKG23,1000,
UKG24,1000,
UKG31,1000,
PT300,1000,
RO111,1000,245.08316
RO112,1000,187.43462
RO113,1000,104.68538
RO114,1000,178.04584
RO115,1000,
RO116,1000,
RO121,1000,206.69156
RO122,1000,129.94963
RO123,1000,121.02929
RO124,1000,105.82835
RO125,1000,153.67375
SE125,1000,
SE211,1000,
SE212,1000,
SE213,1000,
SE214,1000,
SE221,1000,
SE224,1000,
SE231,1000,
SE232,1000,
SE311,1000,
SE312,1000,277.94943
SI041,1000,258.18222
SI042,1000,262.2143
SI043,1000,262.2143
TRB12,1000,81.96551
TRB13,1000,71.64638
TRB14,1000,51.138485
TRB21,1000,
TRB22,1000,
TRB23,1000,57.869816
TRB24,1000,
TRC11,1000,
UKG32,1000,
UKG33,1000,
UKG36,1000,
UKG37,1000,
UKG38,1000,
UKG39,1000,
UKH11,1000,
UKH12,1000,
UKH14,1000,
UKH15,1000,
UKH16,1000,
UKH17,1000,
UKH21,1000,
UKH23,1000,
UKH24,1000,
SE321,1000,
SE322,1000,505.1703
SE331,1000,413.1465
SE332,1000,238.73668
SI031,1000,
SI032,1000,280.64212
SI033,1000,185.4807
SI034,1000,258.18222
SI035,1000,
SI036,1000,
SI037,1000,
SI038,1000,168.01147
PL913,1000,
PL921,1000,
PL922,1000,
PL923,1000,
PL924,1000,
PL925,1000,
PL926,1000,
PT111,1000,
PT112,1000,
PT119,1000,
PT11A,1000,
PT11B,1000,
PT11C,1000,
PT11D,1000,
PT11E,1000,
PT150,1000,
PT16B,1000,
PT16D,1000,
PT16E,1000,
TRA22,1000,
TRA23,1000,
TRA24,1000,
TRB11,1000,47.94819
TRC12,1000,37.404156
TRC13,1000,
TRC21,1000,
TRC22,1000,81.96551
TRC31,1000,
TRC32,1000,21.127682
TRC33,1000,27.917366
TRC34,1000,31.936335
UKC11,1000,
UKC12,1000,
UKC13,1000,
UKC14,1000,
UKC21,1000,
UKC22,1000,
UKC23,1000,
UKD11,1000,
UKD12,1000,
UKD33,1000,
UKD34,1000,
UKD35,1000,
UKD36,1000,
UKD37,1000,
UKD41,1000,
UKD42,1000,
UKD44,1000,
UKD45,1000,
UKD46,1000,
UKD47,1000,
UKD61,1000,
UKD62,1000,
UKD63,1000,
UKD71,1000,
UKD72,1000,
UKD73,1000,
UKD74,1000,
UKE11,1000,
UKE12,1000,
UKE13,1000,
UKE21,1000,
UKH25,1000,
UKH31,1000,
UKH32,1000,
UKH34,1000,
UKH35,1000,
UKH36,1000,
UKH37,1000,
UKI31,1000,
UKI32,1000,
UKI33,1000,
UKI34,1000,
UKI41,1000,
UKI42,1000,
UKI43,1000,
UKI44,1000,
UKI45,1000,
UKI51,1000,
UKI52,1000,
UKI53,1000,
UKI54,1000,
UKI61,1000,
UKI62,1000,
UKI63,1000,
UKI71,1000,
UKI72,1000,
UKI73,1000,
UKI74,1000,
UKI75,1000,
UKJ11,1000,
UKJ12,1000,
UKJ13,1000,
UKJ14,1000,
UKJ21,1000,
UKJ22,1000,
UKJ25,1000,
UKJ26,1000,
UKJ27,1000,
UKJ28,1000,
TR310,1000,30.876295
TR321,1000,
TR322,1000,37.29493
TR323,1000,25.997547
TR331,1000,
TR332,1000,37.199986
TR333,1000,71.23568
TR334,1000,37.29493
TR411,1000,248.48018
TR412,1000,61.65436
TR413,1000,
TR421,1000,248.48018
TR422,1000,
TR423,1000,
TR424,1000,160.21486
TR425,1000,
TR510,1000,64.222496
TR521,1000,49.107994
TR522,1000,34.32042
TR611,1000,
TR612,1000,34.555984
TR613,1000,27.416721
TR621,1000,40.272446
TR622,1000,31.632732
TR631,1000,
TR632,1000,52.093506
TR633,1000,
UKE22,1000,
UKE31,1000,
UKE32,1000,
UKE41,1000,
UKE42,1000,
UKE44,1000,
UKE45,1000,
TR723,1000,55.555965
TR811,1000,
TR812,1000,224.46387
TR813,1000,
TR821,1000,224.46387
TR822,1000,64.222496
TR823,1000,
TR831,1000,189.7737
TR832,1000,78.60867
TR833,1000,81.6924
TR834,1000,
TR901,1000,232.71512
TR902,1000,227.66089
TR903,1000,32.836063
TR904,1000,338.22797
TR905,1000,146.4088
TR906,1000,274.06934
TRA11,1000,
TRA12,1000,35.34472
TRA13,1000,
TRA21,1000,
UKL17,1000,
UKL18,1000,
UKL21,1000,
UKL22,1000,
UKL23,1000,
UKL24,1000,
UKM50,1000,
UKM61,1000,
UKM62,1000,
UKM63,1000,
UKM64,1000,
UKM71,1000,
UKM72,1000,
UKM73,1000,
UKM75,1000,
UKM76,1000,
UKM77,1000,
UKM78,1000,
UKM81,1000,
UKM82,1000,
UKM83,1000,
UKM84,1000,
UKM91,1000,
